<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>
BTC.V,D,20230118,000000,21234.5,21646.08,20409.21,20807.83,715560.00983017,0
BTC.V,D,20230119,000000,20803.36,21188.41,20645.25,21064.89,557692.78680664,0
BTC.V,D,20230120,000000,21064.22,22697.96,20867.98,22594.95,726054.2600282,0
BTC.V,D,20230121,000000,22598.3,23374.44,22435.88,22948.89,739934.33181571,0
BTC.V,D,20230122,000000,22902,23073.4,22311.38,22681.54,517580.67745287,0
BTC.V,D,20230123,000000,22678.93,23173.12,22613.95,22930.96,585452.91542681,0
BTC.V,D,20230124,000000,22934.4,23165.82,22730.26,22756.85,557404.64721868,0
BTC.V,D,20230125,000000,22755.86,23814.84,22364.18,22939.25,753891.24794323,0
BTC.V,D,20230126,000000,22937.72,23285.78,22862.88,23005.85,657509.13168375,0
BTC.V,D,20230127,000000,22998.45,23501.27,22549.02,23015.57,630017.74581208,0
BTC.V,D,20230128,000000,23014.74,23191.85,22887.17,22982.45,318233.42798084,0
BTC.V,D,20230129,000000,22982.28,23963.65,22966.43,23767.1,606061.24300701,0
BTC.V,D,20230130,000000,23764.77,23876.5,22501.13,22731.31,605711.2839851,0
BTC.V,D,20230131,000000,22732.51,23306.01,22704.75,23183.72,506877.36120808,0
BTC.V,D,20230201,000000,23182.07,23802.88,22766.82,23714.81,510830.73577576,0
BTC.V,D,20230202,000000,23715.93,24252.3,23439.15,23561.5,698641.76236093,0
BTC.V,D,20230203,000000,23561.4,23718.91,23211.27,23423.51,698364.27606088,0
BTC.V,D,20230204,000000,23423.49,23572.97,23255.63,23405.02,317113.26301146,0
BTC.V,D,20230205,000000,23406.1,23435.35,22754.56,22986.06,426911.58004305,0
BTC.V,D,20230206,000000,22976.08,23139.31,22639.07,22882.23,508266.17641462,0
BTC.V,D,20230207,000000,22880.28,23349.53,22644.48,23230.15,637297.13002558,0
BTC.V,D,20230208,000000,23230.07,23446.51,22675.71,22931.09,416408.29144749,0
BTC.V,D,20230209,000000,22884.37,23002.98,21702.82,21767.64,474957.4415886,0
BTC.V,D,20230210,000000,21765.75,21942.33,21472.11,21573.69,486933.84014844,0
BTC.V,D,20230211,000000,21574.43,21880.16,21555.22,21826.01,351602.89705269,0
BTC.V,D,20230212,000000,21826.05,22088.43,21670.17,21797.04,363629.72556284,0
BTC.V,D,20230213,000000,21796.7,21904.25,21389.27,21651.99,489415.11582372,0
BTC.V,D,20230214,000000,21651.95,22307.84,21593.09,22197.16,667540.1564676,0
BTC.V,D,20230215,000000,22197.17,24379.42,22056.6,24154.2,745423.05810511,0
BTC.V,D,20230216,000000,24157.02,25190.38,23984.52,24013.83,845824.46266998,0
BTC.V,D,20230217,000000,23997.87,25012.62,23347.09,24680.88,1072480.5020466,0
BTC.V,D,20230218,000000,24681.14,24876.21,24438.22,24631.37,463640.44409949,0
BTC.V,D,20230219,000000,24630.97,25189.35,24266.79,24496.9,538761.36298036,0
BTC.V,D,20230220,000000,24494.26,25098.26,23887.34,24707.27,698388.35431938,0
BTC.V,D,20230221,000000,24704.92,25247.79,24160.72,24388.53,640667.52588801,0
BTC.V,D,20230222,000000,24384.62,24478.5,23591.34,24100.62,318887.50427246,0
BTC.V,D,20230223,000000,24102.5,24599.86,23617.82,23873.62,652224.93632607,0
BTC.V,D,20230224,000000,23869.45,24132.29,22885.98,23119.67,619080.17644736,0
BTC.V,D,20230225,000000,23118.98,23220.83,22800.76,23122.99,379176.24124055,0
BTC.V,D,20230226,000000,23119.94,23675.6,23061.91,23478.9,407641.00359296,0
BTC.V,D,20230227,000000,23478.68,23897.45,23118.92,23478.51,538677.30298216,0
BTC.V,D,20230228,000000,23483.67,23600.47,23025.07,23161.79,548173.91233226,0
BTC.V,D,20230301,000000,23163.71,23908.88,23027.99,23534.98,666016.81117196,0
BTC.V,D,20230302,000000,23535,23794.98,23199.08,23464.87,520163.83084714,0
BTC.V,D,20230303,000000,23463.49,23504.87,22098.01,22320.42,621758.93733931,0
BTC.V,D,20230304,000000,22321.86,22409.52,22159.13,22307.16,256768.8291247,0
BTC.V,D,20230305,000000,22308.11,22641.6,22238.84,22434.82,301489.39338881,0
BTC.V,D,20230306,000000,22428.03,22598.31,22266.8,22432.29,426146.06788114,0
BTC.V,D,20230307,000000,22432.61,22556.69,21944,22104.61,572411.23413312,0
BTC.V,D,20230308,000000,22102.58,22267.59,21788.44,21788.44,528658.53100134,0
BTC.V,D,20230309,000000,21795.38,21813.84,20062.42,20344.46,735529.13006711,0
BTC.V,D,20230310,000000,20345.24,20380.1,19561.78,20167.45,1133570.7034114,0
BTC.V,D,20230311,000000,20167.45,20941.35,19912.04,20483.56,940418.0924109,0
BTC.V,D,20230312,000000,20483.23,22084.46,20405.8,21915.82,793796.50801715,0
BTC.V,D,20230313,000000,21934.6,24630.86,21829.16,24299.15,1233125.6954274,0
BTC.V,D,20230314,000000,24299.65,26558.82,24043.33,24804.02,1240284.2012335,0
BTC.V,D,20230315,000000,24801.35,25258.79,23980.01,24464.91,1133470.0562867,0
BTC.V,D,20230316,000000,24464.01,25224.9,24212.78,25043.83,944921.55054266,0
BTC.V,D,20230317,000000,25043.91,27827.24,24944.67,27750.09,1289260.3929825,0
BTC.V,D,20230318,000000,27686.2,27778.61,26730.54,27003.44,782058.79878039,0
BTC.V,D,20230319,000000,27003.86,28471.98,26887.85,28194.43,766407.60889157,0
BTC.V,D,20230320,000000,28198.04,28553.36,27223.26,28054.71,903722.63796317,0
BTC.V,D,20230321,000000,28054.71,28520.22,27406.2,28121.39,774097.01002132,0
BTC.V,D,20230322,000000,28121.18,28872.26,26685.79,27286.36,488606.04168905,0
BTC.V,D,20230323,000000,27283.75,28787.39,27180.94,28277.41,294961.26607639,0
BTC.V,D,20230324,000000,28272.8,28499.13,27041.58,27328.47,243048.77816722,0
BTC.V,D,20230325,000000,27328.35,27812.3,27186.78,27473.93,127271.09866094,0
BTC.V,D,20230326,000000,27472.8,28175.33,27434,27856.57,103054.53758675,0
BTC.V,D,20230327,000000,27856.6,28166.36,26665.06,27183.4,193168.70723457,0
BTC.V,D,20230328,000000,27183.4,27517.2,26640.3,27201.14,197640.88772586,0
BTC.V,D,20230329,000000,27201.14,28650.81,27144.19,28298.38,235316.00500278,0
BTC.V,D,20230330,000000,28296.39,29187.32,27689.88,28076.37,258140.83391745,0
BTC.V,D,20230331,000000,28076.36,28662.13,27521.7,28482.89,199388.95730973,0
BTC.V,D,20230401,000000,28482.89,28821.65,28272.97,28487.97,85407.350408913,0
BTC.V,D,20230402,000000,28488.27,28566.71,27876.08,28032.17,83080.258054896,0
BTC.V,D,20230403,000000,28032.17,28505.7,27350.45,27720.85,216546.56871251,0
BTC.V,D,20230404,000000,27725.38,28443.4,27675.63,28233.11,157331.46577495,0
BTC.V,D,20230405,000000,28237.99,28777.52,27819.37,28191.21,154829.05162503,0
BTC.V,D,20230406,000000,28191.21,28241.8,27723.21,27998.96,104036.6470571,0
BTC.V,D,20230407,000000,27998.96,28113.77,27791.86,27911.77,62891.327501641,0
BTC.V,D,20230408,000000,27911.77,28169.9,27879.98,27940.69,47868.419034213,0
BTC.V,D,20230409,000000,27940.69,28492.28,27817.8,28456.25,70912.198642538,0
BTC.V,D,20230410,000000,28456.24,29370.22,28197.15,29246.31,174169.60286783,0
BTC.V,D,20230411,000000,29246.31,30578.11,29246.3,30219.4,225406.7585326,0
BTC.V,D,20230412,000000,30219.41,30446.81,29686.4,29967.48,119052.84314167,0
BTC.V,D,20230413,000000,29967.48,30607.84,29828.95,30312.77,139305.36244494,0
BTC.V,D,20230414,000000,30312.76,31034.1,29994.18,30479.36,209791.32472039,0
BTC.V,D,20230415,000000,30479.37,30617.9,30228.29,30291.01,67875.086746421,0
BTC.V,D,20230416,000000,30291,30573.83,30144.4,30406.28,68290.316508133,0
BTC.V,D,20230417,000000,30405.98,30425.5,29260.85,29469.59,151858.96189465,0
BTC.V,D,20230418,000000,29469.59,30496.27,29121.53,30376.84,167436.82148559,0
BTC.V,D,20230419,000000,30376.84,30427.62,28834.62,29180.73,208981.91938386,0
BTC.V,D,20230420,000000,29190.74,29246.05,28001.2,28232.66,224625.77860544,0
BTC.V,D,20230421,000000,28232.39,28371.47,27183.89,27277,210352.53707393,0
BTC.V,D,20230422,000000,27276.99,27786.64,27132.96,27671.52,97892.348819195,0
BTC.V,D,20230423,000000,27671.58,27883.17,27390.92,27519.21,87016.810733063,0
BTC.V,D,20230424,000000,27519.21,27999.72,27073.49,27415.19,151808.92284123,0
BTC.V,D,20230425,000000,27414.06,28314.52,27194.72,28274.51,133102.4498156,0
BTC.V,D,20230426,000000,28269.4,30028.92,27379.31,28686.81,347039.60916694,0
BTC.V,D,20230427,000000,28686.84,29892.98,28182.02,29656.85,288414.65782945,0
BTC.V,D,20230428,000000,29656.85,29673.21,28905.17,29351.19,159743.05284497,0
BTC.V,D,20230429,000000,29351.19,29471.79,29057.79,29247.24,57523.804515603,0
BTC.V,D,20230430,000000,29247.25,29971.59,29105.73,29427.98,107032.52928331,0
BTC.V,D,20230501,000000,29427.98,29447.16,27666.69,27992.74,181590.6438773,0
BTC.V,D,20230502,000000,27992.75,28896.28,27876.18,28677.94,136302.3530937,0
BTC.V,D,20230503,000000,28677.94,29065.46,28127.6,28931.24,178850.22646975,0
BTC.V,D,20230504,000000,28995.82,29383.16,28686.49,28850.37,133927.12994896,0
BTC.V,D,20230505,000000,28850.37,29672.98,28758.64,29513.62,140101.5863508,0
BTC.V,D,20230506,000000,29513.61,29849.22,28454.98,28857.56,123464.12184439,0
BTC.V,D,20230507,000000,28857.56,29134.58,28752.47,28802.84,55934.552857772,0
BTC.V,D,20230508,000000,28807.08,28874.89,27282.44,27562.34,169221.10177377,0
BTC.V,D,20230509,000000,27562.34,27841.43,27401.1,27625.21,99910.624321839,0
BTC.V,D,20230510,000000,27630.34,28345.8,26885.14,27533.32,150344.52026674,0
BTC.V,D,20230511,000000,27533.32,27751.7,26776.85,27004.97,127688.04643796,0
BTC.V,D,20230512,000000,27004.97,27113.37,25845.92,26771.49,180155.40016156,0
BTC.V,D,20230513,000000,26771.49,27031.64,26653.4,26875.98,59811.726526282,0
BTC.V,D,20230514,000000,26875.99,27167.5,26651.64,26922.76,58507.662613582,0
BTC.V,D,20230515,000000,26922.76,27682.94,26753.37,27381.6,102654.90487864,0
BTC.V,D,20230516,000000,27381.6,27387.16,26885.28,27023.78,94107.959725428,0
BTC.V,D,20230517,000000,27020.59,27506.85,26603.93,27378.63,114816.77925548,0
BTC.V,D,20230518,000000,27378.64,27499.06,26476.5,26929.3,127986.95324691,0
BTC.V,D,20230519,000000,26928,27164.93,26740.07,26913.92,77903.668983725,0
BTC.V,D,20230520,000000,26913.92,27172.36,26838.51,27057.35,34688.561654958,0
BTC.V,D,20230521,000000,27057.36,27282.54,26686.71,26761.21,53602.946808072,0
BTC.V,D,20230522,000000,26761.2,27073.93,26554.13,26913.96,70833.463771118,0
BTC.V,D,20230523,000000,26913.97,27492.8,26805.35,27201.74,103093.72878413,0
BTC.V,D,20230524,000000,27202,27252.38,26052.32,26367.08,145433.36324352,0
BTC.V,D,20230525,000000,26370.32,26618.68,25926.73,26476.64,97222.231089301,0
BTC.V,D,20230526,000000,26473.88,26939.69,26329.87,26730.58,91585.998620957,0
BTC.V,D,20230527,000000,26730.59,26852.76,26560.37,26781.19,35345.763960479,0
BTC.V,D,20230528,000000,26781.18,27957.95,26772.59,27841.43,95320.699147497,0
BTC.V,D,20230529,000000,27841.45,28455.38,27532.31,27675,122908.35377369,0
BTC.V,D,20230530,000000,27675.01,28049.53,27565.41,27730.18,89038.408218744,0
BTC.V,D,20230531,000000,27730.18,27843.57,26849.83,27095.12,108175.50624427,0
BTC.V,D,20230601,000000,27095.6,27350.4,26615.39,26897.37,105490.93466404,0
BTC.V,D,20230602,000000,26897.38,27295.27,26510.88,27214.7,101705.81117022,0
BTC.V,D,20230603,000000,27214.48,27334.67,26924.47,27015.21,42364.040076457,0
BTC.V,D,20230604,000000,27015.2,27306.12,26959.62,27203.27,35308.135803309,0
BTC.V,D,20230605,000000,27203.27,27462.46,25394.89,25669.38,182993.08200125,0
BTC.V,D,20230606,000000,25666.06,27215.87,25361.74,27064.89,195495.51477011,0
BTC.V,D,20230607,000000,27064.96,27393.95,26132.07,26156.07,181136.68957192,0
BTC.V,D,20230608,000000,26158.79,26815.09,26138.98,26578.2,91343.094062142,0
BTC.V,D,20230609,000000,26578.19,26779.66,26282.79,26474.21,75090.300805187,0
BTC.V,D,20230610,000000,26474.21,26531.88,25391.27,25776.22,121064.28851515,0
BTC.V,D,20230611,000000,25776.23,26215.31,25647.96,26057.04,68274.71017848,0
BTC.V,D,20230612,000000,26057.05,26107.49,25621.99,25931.57,87805.53279,0
BTC.V,D,20230613,000000,25931.55,26429.26,25716.06,25844.09,96829.22131,0
BTC.V,D,20230614,000000,25844.08,26078.61,24821.11,25118.98,89969.09836,0
BTC.V,D,20230615,000000,25087.99,25735.02,24750.4,25553.37,114511.6803,0
BTC.V,D,20230616,000000,25553.36,26489.13,25149,26277.06,108837.582,0
BTC.V,D,20230617,000000,26289.47,26798.28,26163.73,26514.25,70047.0082,0
BTC.V,D,20230618,000000,26513.14,26691.06,26380.51,26409.26,51123.68852,0
BTC.V,D,20230619,000000,26402.18,27050.94,26250.6,26761.89,83369.54918,0
BTC.V,D,20230620,000000,26761.88,28307.08,26645.21,28134.21,138282.541,0
BTC.V,D,20230621,000000,28134.22,30763.78,28108.23,29882.44,221685.4918,0
BTC.V,D,20230622,000000,29888.03,30501.53,29654.26,30060.37,136741.5984,0
BTC.V,D,20230623,000000,30060.38,31410.08,29810.68,30677.59,156190.9016,0
BTC.V,D,20230624,000000,30677.9,30812.93,30269.72,30532.99,84814.09836,0
BTC.V,D,20230625,000000,30533,31057.04,30289.18,30461.25,82872.13115,0
BTC.V,D,20230626,000000,30461.26,30666.31,29931.13,30164.39,102914.6311,0
BTC.V,D,20230627,000000,30164.39,31005.5,30105.62,30722.94,96688.31967,0
BTC.V,D,20230628,000000,30722.95,30740.22,29947.62,30134.09,98312.54098,0
BTC.V,D,20230629,000000,30134.09,30832.43,30047.66,30413.07,87074.22131,0
BTC.V,D,20230630,000000,30413.69,31272.92,29494.1,30469.2,168625.041,0
BTC.V,D,20230701,000000,30469.21,30656.02,30314.93,30584.65,58512.29508,0
BTC.V,D,20230702,000000,30584.66,30681.84,30190.03,30560.19,54271.47541,0
BTC.V,D,20230703,000000,30562.71,31385.95,30430.91,31052.4,94794.18033,0
BTC.V,D,20230704,000000,31052.4,31354.69,30626.75,30810.51,79779.7541,0
BTC.V,D,20230705,000000,30810.51,30881.47,30198.19,30474.88,77971.10656,0
BTC.V,D,20230706,000000,30474.88,31491.9,29891.63,30222,136759.3033,0
BTC.V,D,20230707,000000,30222.01,30445.65,29703.49,30292.66,104632.7459,0
BTC.V,D,20230708,000000,30292.67,30388.02,30048.75,30185.94,32395.4933909362,0
BTC.V,D,20230709,000000,30185.93,30445.48,30121.03,30159.34,35276.39233698096,0
BTC.V,D,20230710,000000,30159.34,31048.87,29956.88,30320.06,75269.0588585966,0
BTC.V,D,20230711,000000,30260.13,30813.01,30206,30570.79,70271.07334884389,0
BTC.V,D,20230712,000000,30570.79,30977.83,30215.89,30355.39,81061.62634338044,0
BTC.V,D,20230713,000000,30355.39,31818.76,30250.6,31266.2,136892.36491445868,0
BTC.V,D,20230714,000000,31266.19,31641.11,29915.55,30256.81,129065.91781475105,0
BTC.V,D,20230715,000000,30255.82,30407.61,30216.7,30312.08,32643.093980065398,0
BTC.V,D,20230716,000000,30312.08,30451.86,30143.64,30306.59,27740.873770195118,0
BTC.V,D,20230717,000000,30306.59,30375.88,29665.43,30249.14,74410.15452808808,0
BTC.V,D,20230718,000000,30247.74,30272.97,29518.17,29807.41,75587.5721074097,0
BTC.V,D,20230719,000000,29807.42,30193.13,29762.04,29933.65,63582.60419780309,0
BTC.V,D,20230720,000000,29933.66,30417.15,29576.2,29869.6,92943.40479500097,0
BTC.V,D,20230721,000000,29867.59,30059.33,29724.56,29900.17,54793.036472468484,0
BTC.V,D,20230722,000000,29900.18,30001.39,29805.59,29830.02,26924.743195043477,0
BTC.V,D,20230723,000000,29830.02,30348.89,29649.86,29943.98,44683.5140010308,0
BTC.V,D,20230724,000000,29954.65,30098.08,28862.52,29163.54,98655.53164543949,0
BTC.V,D,20230725,000000,29163.55,29373.65,29045.35,29226.87,52063.88894812954,0
BTC.V,D,20230726,000000,29226.87,29682.81,29092.29,29467.18,74241.96673855941,0
BTC.V,D,20230727,000000,29467.17,29566.31,29093.31,29179.27,40544.11330901356,0
BTC.V,D,20230728,000000,29179.27,29527.96,29115.51,29313.41,41582.1539752151,0
BTC.V,D,20230729,000000,29313.19,29406.63,29255.6,29348.09,20433.01168658218,0
BTC.V,D,20230730,000000,29347.81,29446.93,29088.39,29211.24,28663.67773609886,0
BTC.V,D,20230731,000000,29211.23,29525.87,29096.27,29238.34,53493.85424224444,0
BTC.V,D,20230801,000000,29238.35,29343.04,28562.84,29229.95,95573.02156812117,0
BTC.V,D,20230802,000000,29228.11,30027.97,28919.67,29162.92,129219.57291671156,0
BTC.V,D,20230803,000000,29162.93,29401.84,28940.74,29217.05,64653.196163432855,0
BTC.V,D,20230804,000000,29230.22,29305.2,28789.55,29037.47,56587.23858026469,0
BTC.V,D,20230805,000000,29037.48,29191.11,28961.02,29041.46,22076.780863145636,0
BTC.V,D,20230806,000000,29041.46,29206.46,28896.42,29042.95,23609.812878939807,0
BTC.V,D,20230807,000000,29044.35,29241.94,28514.01,29162.25,62705.26389882575,0
BTC.V,D,20230808,000000,29162.26,30221.01,29110.02,29850.49,114736.88796139887,0
BTC.V,D,20230809,000000,29850.84,30130.71,29351.43,29501.2,96474.90864224375,0
BTC.V,D,20230810,000000,29501.19,29707.2,29306.93,29434.84,61475.76301686903,0
BTC.V,D,20230811,000000,29434.84,29526.64,29219.11,29377.69,50625.285870918684,0
BTC.V,D,20230812,000000,29377.69,29465.14,29355.47,29400.91,19315.53787910699,0
BTC.V,D,20230813,000000,29400.91,29450.48,29309.15,29344.01,19734.29551135029,0
BTC.V,D,20230814,000000,29344.01,29661.16,29076.27,29371.3,78312.05331290928,0
BTC.V,D,20230815,000000,29371.31,29459.06,29104.55,29197.79,60558.36630202502,0
BTC.V,D,20230816,000000,29197.79,29224.96,28836.45,28897.23,73657.94941658851,0
BTC.V,D,20230817,000000,28897.25,28944.38,25156.32,26238.8,188778.85559476417,0
BTC.V,D,20230818,000000,25989.89,27091.96,25606.85,26049.71,234714.47699985898,0
BTC.V,D,20230819,000000,26049.71,26266.9,25793.36,26078.18,65532.38726841731,0
BTC.V,D,20230820,000000,26078.19,26294.03,25985.44,26175.54,42632.18727526505,0
BTC.V,D,20230821,000000,26178.69,26246.85,25812.04,26192.42,63370.602937087286,0
BTC.V,D,20230822,000000,26192.08,26192.33,25294.18,25660.32,69302.8483380912,0
BTC.V,D,20230823,000000,25660.57,26805.74,25634.48,26315.01,102030.1908038198,0
BTC.V,D,20230824,000000,26311.98,26566.7,25857.21,26081.7,76819.8474796474,0
BTC.V,D,20230825,000000,26081.69,26296.28,25765.64,26067.51,75685.21289572862,0
BTC.V,D,20230826,000000,26066.03,26099.21,25969.87,26027.69,20945.823626116282,0
BTC.V,D,20230827,000000,26026.39,26167.82,25953.91,26055.61,24793.440070245,0
BTC.V,D,20230828,000000,26055.62,26231.72,25859.81,25969.42,52775.12441895763,0
BTC.V,D,20230829,000000,25969.43,28143.8,25904.11,27664.24,220463.6116015394,0
BTC.V,D,20230830,000000,27663.96,27768.94,27020.77,27259.7,90549.41658255456,0
